type	latitude	longitude	color	width	opacity	name
T	47.662289	-122.390518
T	47.662853	-122.392227
T	47.662861	-122.39225
T	47.662876	-122.394852
T	47.662975	-122.395096
T	47.664303	-122.397835
T	47.664536	-122.398506
T	47.664787	-122.399551
T	47.665421	-122.400734
T	47.665928	-122.401985
T	47.665932	-122.402
T	47.666012	-122.402916
T	47.666149	-122.40567
T	47.666321	-122.408195
T	47.666382	-122.409073
T	47.667629	-122.409081
T	47.667629	-122.408913
T	47.667633	-122.408836
T	47.669441	-122.408348
T	47.669453	-122.408348
T	47.671432	-122.409065
T	47.671478	-122.409081
T	47.671516	-122.409943
T	47.671516	-122.409966
T	47.671379	-122.410545
T	47.671364	-122.410606
T	47.669483	-122.410393
T	47.668514	-122.410324
T	47.667919	-122.410538
T	47.667145	-122.410492
T	47.665867	-122.410049
T	47.665218	-122.410065
T	47.665192	-122.410065
T	47.664936	-122.409637
T	47.664921	-122.409615
T	47.66489	-122.403908
T	47.660004	-122.403847
T	47.654259	-122.403831
T	47.654266	-122.418068
T	47.654266	-122.418144
T	47.654076	-122.418182
T	47.652531	-122.41922
T	47.652485	-122.41925
T	47.652012	-122.418312
T	47.652004	-122.418297
T	47.651855	-122.417542
T	47.651508	-122.417
T	47.651001	-122.416756
T	47.649982	-122.416557
T	47.649635	-122.416489
T	47.649101	-122.416382
T	47.648552	-122.416489
T	47.64854	-122.416496
T	47.64806	-122.416336
T	47.647572	-122.416237
T	47.647198	-122.416275
T	47.646782	-122.41655
T	47.645611	-122.416756
T	47.645275	-122.41671
T	47.645081	-122.416847
T	47.644489	-122.416985
T	47.643471	-122.416954
T	47.643456	-122.416954
T	47.642979	-122.41658
T	47.642494	-122.416397
T	47.642471	-122.416389
T	47.642086	-122.415596
T	47.641384	-122.414963
T	47.640865	-122.414192
T	47.640228	-122.413765
T	47.639954	-122.41349
T	47.639557	-122.412636
T	47.639225	-122.412453
T	47.639214	-122.412445
T	47.638878	-122.412033
T	47.638264	-122.410828
T	47.637733	-122.409904
T	47.637238	-122.409195
T	47.63723	-122.40918
T	47.636936	-122.408142
T	47.636738	-122.407974
T	47.636703	-122.407944
T	47.63681	-122.40683
T	47.635822	-122.405365
T	47.635284	-122.404846
T	47.63488	-122.404396
T	47.634403	-122.403465
T	47.633762	-122.401649
T	47.633484	-122.400887
T	47.632179	-122.398186
T	47.632172	-122.39817
T	47.631908	-122.396469
T	47.631477	-122.395798
T	47.630661	-122.395485
T	47.630634	-122.395477
T	47.630455	-122.394951
T	47.630451	-122.394936
T	47.630245	-122.393097
T	47.629986	-122.392204
T	47.629936	-122.391403
T	47.629932	-122.391388
T	47.6301	-122.390656
T	47.630104	-122.390633
T	47.630424	-122.390121
T	47.630623	-122.38916
T	47.630627	-122.389145
T	47.630981	-122.388588
T	47.631325	-122.388206
T	47.631496	-122.38694
T	47.631504	-122.386871
T	47.633621	-122.386833
T	47.633686	-122.386826
T	47.633644	-122.388298
T	47.63364	-122.388321
T	47.633217	-122.389313
T	47.632809	-122.389908
T	47.633057	-122.389961
